"","...2","entire_name","ctr_cd","ctr_ty","org","zipcode","age_category","age_category_percent"
"4756",724,"Strong Memorial Hospital, University of Rochester Medical Center (NYFL)","NYFL","TX1","Liver",14642,"18 to 34 Years",5.3571428571
"4757",725,"Strong Memorial Hospital, University of Rochester Medical Center (NYFL)","NYFL","TX1","Liver",14642,"35 to 49 Years",14.285714286
"4758",726,"Strong Memorial Hospital, University of Rochester Medical Center (NYFL)","NYFL","TX1","Liver",14642,"50 to 64 Years",51.785714286
"4759",727,"Strong Memorial Hospital, University of Rochester Medical Center (NYFL)","NYFL","TX1","Liver",14642,"65 to 69 Years",21.428571429
"4760",728,"Strong Memorial Hospital, University of Rochester Medical Center (NYFL)","NYFL","TX1","Liver",14642,"More Than 70 Years",3.5714285714
"4761",729,"Swedish Medical Center (WASM)","WASM","TX1","Liver",98122,"2 to 11 Years",0
"4762",730,"Swedish Medical Center (WASM)","WASM","TX1","Liver",98122,"12 to 17 Years",0
"4763",731,"Swedish Medical Center (WASM)","WASM","TX1","Liver",98122,"Less Than 2 Years",0
"4764",732,"Swedish Medical Center (WASM)","WASM","TX1","Liver",98122,"18 to 34 Years",3.5087719298
"4765",733,"Swedish Medical Center (WASM)","WASM","TX1","Liver",98122,"35 to 49 Years",21.052631579
"4766",734,"Swedish Medical Center (WASM)","WASM","TX1","Liver",98122,"50 to 64 Years",50.877192982
"4767",735,"Swedish Medical Center (WASM)","WASM","TX1","Liver",98122,"65 to 69 Years",19.298245614
"4768",736,"Swedish Medical Center (WASM)","WASM","TX1","Liver",98122,"More Than 70 Years",5.2631578947
"4769",737,"Tampa General Hospital (FLTG)","FLTG","TX1","Liver",33606,"2 to 11 Years",0
"4770",738,"Tampa General Hospital (FLTG)","FLTG","TX1","Liver",33606,"12 to 17 Years",0
"4771",739,"Tampa General Hospital (FLTG)","FLTG","TX1","Liver",33606,"Less Than 2 Years",0
"4772",740,"Tampa General Hospital (FLTG)","FLTG","TX1","Liver",33606,"18 to 34 Years",3.6764705882
"4773",741,"Tampa General Hospital (FLTG)","FLTG","TX1","Liver",33606,"35 to 49 Years",21.323529412
"4774",742,"Tampa General Hospital (FLTG)","FLTG","TX1","Liver",33606,"50 to 64 Years",53.676470588
"4775",743,"Tampa General Hospital (FLTG)","FLTG","TX1","Liver",33606,"65 to 69 Years",15.441176471
"4776",744,"Tampa General Hospital (FLTG)","FLTG","TX1","Liver",33606,"More Than 70 Years",5.8823529412
"4777",745,"Temple University Hospital (PATU)","PATU","TX1","Liver",19140,"2 to 11 Years",0
"4778",746,"Temple University Hospital (PATU)","PATU","TX1","Liver",19140,"12 to 17 Years",0
"4779",747,"Temple University Hospital (PATU)","PATU","TX1","Liver",19140,"Less Than 2 Years",0
"4780",748,"Temple University Hospital (PATU)","PATU","TX1","Liver",19140,"18 to 34 Years",4.5454545455
"4781",749,"Temple University Hospital (PATU)","PATU","TX1","Liver",19140,"35 to 49 Years",13.636363636
"4782",750,"Temple University Hospital (PATU)","PATU","TX1","Liver",19140,"50 to 64 Years",77.272727273
"4783",751,"Temple University Hospital (PATU)","PATU","TX1","Liver",19140,"65 to 69 Years",4.5454545455
"4784",752,"Temple University Hospital (PATU)","PATU","TX1","Liver",19140,"More Than 70 Years",0
"4785",753,"Texas Children's Hospital (TXTC)","TXTC","TX1","Liver",77030,"2 to 11 Years",37.5
"4786",754,"Texas Children's Hospital (TXTC)","TXTC","TX1","Liver",77030,"12 to 17 Years",31.25
"4787",755,"Texas Children's Hospital (TXTC)","TXTC","TX1","Liver",77030,"Less Than 2 Years",31.25
"4788",756,"Texas Children's Hospital (TXTC)","TXTC","TX1","Liver",77030,"18 to 34 Years",0
"4789",757,"Texas Children's Hospital (TXTC)","TXTC","TX1","Liver",77030,"35 to 49 Years",0
"4790",758,"Texas Children's Hospital (TXTC)","TXTC","TX1","Liver",77030,"50 to 64 Years",0
"4791",759,"Texas Children's Hospital (TXTC)","TXTC","TX1","Liver",77030,"65 to 69 Years",0
"4792",760,"Texas Children's Hospital (TXTC)","TXTC","TX1","Liver",77030,"More Than 70 Years",0
"4793",761,"The Cleveland Clinic Foundation (OHCC)","OHCC","TX1","Liver",44195,"2 to 11 Years",0.4524886878
"4794",762,"The Cleveland Clinic Foundation (OHCC)","OHCC","TX1","Liver",44195,"12 to 17 Years",0.9049773756
"4795",763,"The Cleveland Clinic Foundation (OHCC)","OHCC","TX1","Liver",44195,"Less Than 2 Years",0
"4796",764,"The Cleveland Clinic Foundation (OHCC)","OHCC","TX1","Liver",44195,"18 to 34 Years",7.2398190045
"4797",765,"The Cleveland Clinic Foundation (OHCC)","OHCC","TX1","Liver",44195,"35 to 49 Years",17.194570136
"4798",766,"The Cleveland Clinic Foundation (OHCC)","OHCC","TX1","Liver",44195,"50 to 64 Years",46.153846154
"4799",767,"The Cleveland Clinic Foundation (OHCC)","OHCC","TX1","Liver",44195,"65 to 69 Years",18.552036199
"4800",768,"The Cleveland Clinic Foundation (OHCC)","OHCC","TX1","Liver",44195,"More Than 70 Years",9.5022624434
"4801",769,"The Nebraska Medical Center (NEUN)","NEUN","TX1","Liver",68198,"2 to 11 Years",5.3097345133
"4802",770,"The Nebraska Medical Center (NEUN)","NEUN","TX1","Liver",68198,"12 to 17 Years",3.5398230088
"4803",771,"The Nebraska Medical Center (NEUN)","NEUN","TX1","Liver",68198,"Less Than 2 Years",0.8849557522
"4804",772,"The Nebraska Medical Center (NEUN)","NEUN","TX1","Liver",68198,"18 to 34 Years",10.619469027
"4805",773,"The Nebraska Medical Center (NEUN)","NEUN","TX1","Liver",68198,"35 to 49 Years",13.274336283
"4806",774,"The Nebraska Medical Center (NEUN)","NEUN","TX1","Liver",68198,"50 to 64 Years",51.327433628
"4807",775,"The Nebraska Medical Center (NEUN)","NEUN","TX1","Liver",68198,"65 to 69 Years",13.274336283
"4808",776,"The Nebraska Medical Center (NEUN)","NEUN","TX1","Liver",68198,"More Than 70 Years",1.7699115044
"4809",777,"The Queen's Medical Center (HIQM)","HIQM","TX1","Liver",96813,"2 to 11 Years",0
"4810",778,"The Queen's Medical Center (HIQM)","HIQM","TX1","Liver",96813,"12 to 17 Years",0
"4811",779,"The Queen's Medical Center (HIQM)","HIQM","TX1","Liver",96813,"Less Than 2 Years",0
"4812",780,"The Queen's Medical Center (HIQM)","HIQM","TX1","Liver",96813,"18 to 34 Years",0
"4813",781,"The Queen's Medical Center (HIQM)","HIQM","TX1","Liver",96813,"35 to 49 Years",18.181818182
"4814",782,"The Queen's Medical Center (HIQM)","HIQM","TX1","Liver",96813,"50 to 64 Years",63.636363636
"4815",783,"The Queen's Medical Center (HIQM)","HIQM","TX1","Liver",96813,"65 to 69 Years",18.181818182
"4816",784,"The Queen's Medical Center (HIQM)","HIQM","TX1","Liver",96813,"More Than 70 Years",0
"4817",785,"Thomas Jefferson University Hospital (PATJ)","PATJ","TX1","Liver",19107,"2 to 11 Years",0
"4818",786,"Thomas Jefferson University Hospital (PATJ)","PATJ","TX1","Liver",19107,"12 to 17 Years",0
"4819",787,"Thomas Jefferson University Hospital (PATJ)","PATJ","TX1","Liver",19107,"Less Than 2 Years",0
"4820",788,"Thomas Jefferson University Hospital (PATJ)","PATJ","TX1","Liver",19107,"18 to 34 Years",2.3076923077
"4821",789,"Thomas Jefferson University Hospital (PATJ)","PATJ","TX1","Liver",19107,"35 to 49 Years",17.692307692
"4822",790,"Thomas Jefferson University Hospital (PATJ)","PATJ","TX1","Liver",19107,"50 to 64 Years",52.307692308
"4823",791,"Thomas Jefferson University Hospital (PATJ)","PATJ","TX1","Liver",19107,"65 to 69 Years",21.538461538
"4824",792,"Thomas Jefferson University Hospital (PATJ)","PATJ","TX1","Liver",19107,"More Than 70 Years",6.1538461538
"4825",793,"Tulane Medical Center (LATU)","LATU","TX1","Liver",70112,"2 to 11 Years",0
"4826",794,"Tulane Medical Center (LATU)","LATU","TX1","Liver",70112,"12 to 17 Years",0
"4827",795,"Tulane Medical Center (LATU)","LATU","TX1","Liver",70112,"Less Than 2 Years",0
"4828",796,"Tulane Medical Center (LATU)","LATU","TX1","Liver",70112,"18 to 34 Years",7.6923076923
"4829",797,"Tulane Medical Center (LATU)","LATU","TX1","Liver",70112,"35 to 49 Years",15.384615385
"4830",798,"Tulane Medical Center (LATU)","LATU","TX1","Liver",70112,"50 to 64 Years",46.153846154
"4831",799,"Tulane Medical Center (LATU)","LATU","TX1","Liver",70112,"65 to 69 Years",23.076923077
"4832",800,"Tulane Medical Center (LATU)","LATU","TX1","Liver",70112,"More Than 70 Years",7.6923076923
"4833",801,"UAMS Medical Center (ARUA)","ARUA","TX1","Liver",72205,"2 to 11 Years",0
"4834",802,"UAMS Medical Center (ARUA)","ARUA","TX1","Liver",72205,"12 to 17 Years",0
"4835",803,"UAMS Medical Center (ARUA)","ARUA","TX1","Liver",72205,"Less Than 2 Years",0
"4836",804,"UAMS Medical Center (ARUA)","ARUA","TX1","Liver",72205,"18 to 34 Years",2.3255813953
"4837",805,"UAMS Medical Center (ARUA)","ARUA","TX1","Liver",72205,"35 to 49 Years",20.930232558
"4838",806,"UAMS Medical Center (ARUA)","ARUA","TX1","Liver",72205,"50 to 64 Years",53.488372093
"4839",807,"UAMS Medical Center (ARUA)","ARUA","TX1","Liver",72205,"65 to 69 Years",16.279069767
"4840",808,"UAMS Medical Center (ARUA)","ARUA","TX1","Liver",72205,"More Than 70 Years",6.976744186
"4841",809,"UCSF Medical Center at Mission Bay (CAMB)","CAMB","TX1","Liver",94158,"2 to 11 Years",71.428571429
"4842",810,"UCSF Medical Center at Mission Bay (CAMB)","CAMB","TX1","Liver",94158,"12 to 17 Years",14.285714286
"4843",811,"UCSF Medical Center at Mission Bay (CAMB)","CAMB","TX1","Liver",94158,"Less Than 2 Years",14.285714286
"4844",812,"UCSF Medical Center at Mission Bay (CAMB)","CAMB","TX1","Liver",94158,"18 to 34 Years",0
"4845",813,"UCSF Medical Center at Mission Bay (CAMB)","CAMB","TX1","Liver",94158,"35 to 49 Years",0
"4846",814,"UCSF Medical Center at Mission Bay (CAMB)","CAMB","TX1","Liver",94158,"50 to 64 Years",0
"4847",815,"UCSF Medical Center at Mission Bay (CAMB)","CAMB","TX1","Liver",94158,"65 to 69 Years",0
"4848",816,"UCSF Medical Center at Mission Bay (CAMB)","CAMB","TX1","Liver",94158,"More Than 70 Years",0
"4849",817,"UF Health Shands Hospital (FLUF)","FLUF","TX1","Liver",32608,"2 to 11 Years",0
"4850",818,"UF Health Shands Hospital (FLUF)","FLUF","TX1","Liver",32608,"12 to 17 Years",0
"4851",819,"UF Health Shands Hospital (FLUF)","FLUF","TX1","Liver",32608,"Less Than 2 Years",0
"4852",820,"UF Health Shands Hospital (FLUF)","FLUF","TX1","Liver",32608,"18 to 34 Years",8.9285714286
"4853",821,"UF Health Shands Hospital (FLUF)","FLUF","TX1","Liver",32608,"35 to 49 Years",12.5
"4854",822,"UF Health Shands Hospital (FLUF)","FLUF","TX1","Liver",32608,"50 to 64 Years",64.285714286
"4855",823,"UF Health Shands Hospital (FLUF)","FLUF","TX1","Liver",32608,"65 to 69 Years",14.285714286
"4856",824,"UF Health Shands Hospital (FLUF)","FLUF","TX1","Liver",32608,"More Than 70 Years",0
"4857",825,"UMass Memorial Medical Center (MAUM)","MAUM","TX1","Liver",1655,"2 to 11 Years",0
"4858",826,"UMass Memorial Medical Center (MAUM)","MAUM","TX1","Liver",1655,"12 to 17 Years",0
"4859",827,"UMass Memorial Medical Center (MAUM)","MAUM","TX1","Liver",1655,"Less Than 2 Years",0
"4860",828,"UMass Memorial Medical Center (MAUM)","MAUM","TX1","Liver",1655,"18 to 34 Years",2.9069767442
"4861",829,"UMass Memorial Medical Center (MAUM)","MAUM","TX1","Liver",1655,"35 to 49 Years",26.744186047
"4862",830,"UMass Memorial Medical Center (MAUM)","MAUM","TX1","Liver",1655,"50 to 64 Years",56.104651163
"4863",831,"UMass Memorial Medical Center (MAUM)","MAUM","TX1","Liver",1655,"65 to 69 Years",11.627906977
"4864",832,"UMass Memorial Medical Center (MAUM)","MAUM","TX1","Liver",1655,"More Than 70 Years",2.6162790698
"4865",833,"University Childrens Health (TXUC","TXUC","TX1","Liver",78229,"2 to 11 Years",33.333333333
"4866",834,"University Childrens Health (TXUC","TXUC","TX1","Liver",78229,"12 to 17 Years",16.666666667
"4867",835,"University Childrens Health (TXUC","TXUC","TX1","Liver",78229,"Less Than 2 Years",50
"4868",836,"University Childrens Health (TXUC","TXUC","TX1","Liver",78229,"18 to 34 Years",0
"4869",837,"University Childrens Health (TXUC","TXUC","TX1","Liver",78229,"35 to 49 Years",0
"4870",838,"University Childrens Health (TXUC","TXUC","TX1","Liver",78229,"50 to 64 Years",0
"4871",839,"University Childrens Health (TXUC","TXUC","TX1","Liver",78229,"65 to 69 Years",0
"4872",840,"University Childrens Health (TXUC","TXUC","TX1","Liver",78229,"More Than 70 Years",0
"4873",841,"University Hospital, University of Texas Health Science Center (TXBC)","TXBC","TX1","Liver",78229,"2 to 11 Years",0
"4874",842,"University Hospital, University of Texas Health Science Center (TXBC)","TXBC","TX1","Liver",78229,"12 to 17 Years",0
"4875",843,"University Hospital, University of Texas Health Science Center (TXBC)","TXBC","TX1","Liver",78229,"Less Than 2 Years",0
"4876",844,"University Hospital, University of Texas Health Science Center (TXBC)","TXBC","TX1","Liver",78229,"18 to 34 Years",2.7972027972
"4877",845,"University Hospital, University of Texas Health Science Center (TXBC)","TXBC","TX1","Liver",78229,"35 to 49 Years",12.587412587
"4878",846,"University Hospital, University of Texas Health Science Center (TXBC)","TXBC","TX1","Liver",78229,"50 to 64 Years",53.146853147
"4879",847,"University Hospital, University of Texas Health Science Center (TXBC)","TXBC","TX1","Liver",78229,"65 to 69 Years",25.874125874
"4880",848,"University Hospital, University of Texas Health Science Center (TXBC)","TXBC","TX1","Liver",78229,"More Than 70 Years",5.5944055944
"4881",849,"University Hospitals of Cleveland (OHUH)","OHUH","TX1","Liver",44106,"2 to 11 Years",0
"4882",850,"University Hospitals of Cleveland (OHUH)","OHUH","TX1","Liver",44106,"12 to 17 Years",0
"4883",851,"University Hospitals of Cleveland (OHUH)","OHUH","TX1","Liver",44106,"Less Than 2 Years",1.1111111111
"4884",852,"University Hospitals of Cleveland (OHUH)","OHUH","TX1","Liver",44106,"18 to 34 Years",8.8888888889
"4885",853,"University Hospitals of Cleveland (OHUH)","OHUH","TX1","Liver",44106,"35 to 49 Years",23.333333333
"4886",854,"University Hospitals of Cleveland (OHUH)","OHUH","TX1","Liver",44106,"50 to 64 Years",52.222222222
"4887",855,"University Hospitals of Cleveland (OHUH)","OHUH","TX1","Liver",44106,"65 to 69 Years",11.111111111
"4888",856,"University Hospitals of Cleveland (OHUH)","OHUH","TX1","Liver",44106,"More Than 70 Years",3.3333333333
"4889",857,"University of Alabama Hospital (ALUA)","ALUA","TX1","Liver",35233,"2 to 11 Years",0
"4890",858,"University of Alabama Hospital (ALUA)","ALUA","TX1","Liver",35233,"12 to 17 Years",0
"4891",859,"University of Alabama Hospital (ALUA)","ALUA","TX1","Liver",35233,"Less Than 2 Years",0
"4892",860,"University of Alabama Hospital (ALUA)","ALUA","TX1","Liver",35233,"18 to 34 Years",7.5862068966
"4893",861,"University of Alabama Hospital (ALUA)","ALUA","TX1","Liver",35233,"35 to 49 Years",22.75862069
"4894",862,"University of Alabama Hospital (ALUA)","ALUA","TX1","Liver",35233,"50 to 64 Years",47.586206897
"4895",863,"University of Alabama Hospital (ALUA)","ALUA","TX1","Liver",35233,"65 to 69 Years",18.620689655
"4896",864,"University of Alabama Hospital (ALUA)","ALUA","TX1","Liver",35233,"More Than 70 Years",3.4482758621
"4897",865,"University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","Liver",90095,"2 to 11 Years",3.1512605042
"4898",866,"University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","Liver",90095,"12 to 17 Years",1.4705882353
"4899",867,"University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","Liver",90095,"Less Than 2 Years",1.8907563025
"4900",868,"University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","Liver",90095,"18 to 34 Years",8.4033613445
"4901",869,"University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","Liver",90095,"35 to 49 Years",17.857142857
"4902",870,"University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","Liver",90095,"50 to 64 Years",46.638655462
"4903",871,"University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","Liver",90095,"65 to 69 Years",15.756302521
"4904",872,"University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","Liver",90095,"More Than 70 Years",4.8319327731
"4905",873,"University of California San Diego Medical Center (CASD)","CASD","TX1","Liver",92037,"2 to 11 Years",0
"4906",874,"University of California San Diego Medical Center (CASD)","CASD","TX1","Liver",92037,"12 to 17 Years",0
"4907",875,"University of California San Diego Medical Center (CASD)","CASD","TX1","Liver",92037,"Less Than 2 Years",0
"4908",876,"University of California San Diego Medical Center (CASD)","CASD","TX1","Liver",92037,"18 to 34 Years",4.7619047619
"4909",877,"University of California San Diego Medical Center (CASD)","CASD","TX1","Liver",92037,"35 to 49 Years",14.285714286
"4910",878,"University of California San Diego Medical Center (CASD)","CASD","TX1","Liver",92037,"50 to 64 Years",64.285714286
"4911",879,"University of California San Diego Medical Center (CASD)","CASD","TX1","Liver",92037,"65 to 69 Years",11.904761905
"4912",880,"University of California San Diego Medical Center (CASD)","CASD","TX1","Liver",92037,"More Than 70 Years",4.7619047619
"4913",881,"University of California San Francisco Medical Center (CASF)","CASF","TX1","Liver",94118,"2 to 11 Years",0.2936857562
"4914",882,"University of California San Francisco Medical Center (CASF)","CASF","TX1","Liver",94118,"12 to 17 Years",0.4405286344
"4915",883,"University of California San Francisco Medical Center (CASF)","CASF","TX1","Liver",94118,"Less Than 2 Years",0.1468428781
"4916",884,"University of California San Francisco Medical Center (CASF)","CASF","TX1","Liver",94118,"18 to 34 Years",5.7268722467
"4917",885,"University of California San Francisco Medical Center (CASF)","CASF","TX1","Liver",94118,"35 to 49 Years",18.061674009
"4918",886,"University of California San Francisco Medical Center (CASF)","CASF","TX1","Liver",94118,"50 to 64 Years",55.800293686
"4919",887,"University of California San Francisco Medical Center (CASF)","CASF","TX1","Liver",94118,"65 to 69 Years",16.593245228
"4920",888,"University of California San Francisco Medical Center (CASF)","CASF","TX1","Liver",94118,"More Than 70 Years",2.9368575624
"4921",889,"University of Chicago Medical Center (ILUC)","ILUC","TX1","Liver",60637,"2 to 11 Years",2.8571428571
"4922",890,"University of Chicago Medical Center (ILUC)","ILUC","TX1","Liver",60637,"12 to 17 Years",0
"4923",891,"University of Chicago Medical Center (ILUC)","ILUC","TX1","Liver",60637,"Less Than 2 Years",11.428571429
"4924",892,"University of Chicago Medical Center (ILUC)","ILUC","TX1","Liver",60637,"18 to 34 Years",8.5714285714
"4925",893,"University of Chicago Medical Center (ILUC)","ILUC","TX1","Liver",60637,"35 to 49 Years",14.285714286
"4926",894,"University of Chicago Medical Center (ILUC)","ILUC","TX1","Liver",60637,"50 to 64 Years",40
"4927",895,"University of Chicago Medical Center (ILUC)","ILUC","TX1","Liver",60637,"65 to 69 Years",20
"4928",896,"University of Chicago Medical Center (ILUC)","ILUC","TX1","Liver",60637,"More Than 70 Years",2.8571428571
"4929",897,"University of Cincinnati  Medical Center (OHUC)","OHUC","TX1","Liver",45229,"2 to 11 Years",0
"4930",898,"University of Cincinnati  Medical Center (OHUC)","OHUC","TX1","Liver",45229,"12 to 17 Years",0
"4931",899,"University of Cincinnati  Medical Center (OHUC)","OHUC","TX1","Liver",45229,"Less Than 2 Years",0
"4932",900,"University of Cincinnati  Medical Center (OHUC)","OHUC","TX1","Liver",45229,"18 to 34 Years",6.1224489796
"4933",901,"University of Cincinnati  Medical Center (OHUC)","OHUC","TX1","Liver",45229,"35 to 49 Years",13.605442177
"4934",902,"University of Cincinnati  Medical Center (OHUC)","OHUC","TX1","Liver",45229,"50 to 64 Years",55.782312925
